username,handle,postDate,responding,retweets,likes
iyoet,@iyoet__1075,2023-09-04T02:35:48.000Z,Para ulama siap dukung Anis Baswedan !!!,4,15
Afdillah Efendi,@AfdillahEf7612,2023-09-04T02:35:12.000Z,"Semoga Barokah dan Presiden 2024 dan Wakil Presiden.

AMIN (Anis Baswedan Muhaimin Iskandar)
@cakimiNOW
 
@aniesbaswedan",1,2
A 212 AL Chan,@chan_azral,2023-09-04T02:21:20.000Z,"Replying to 
@OposisiCerdas",,4
Aziah Safrina,@aziah_safrina,2023-09-04T02:19:06.000Z,"Menuju kursi presiden dan wakil presiden RI
@AnisBaswedan
@cakimiNOW
 
@DPP_PKB
 
@imansyukri
 
@zainul_munas
 
@Mursyidan11",,
iyoet,@iyoet__1075,2023-09-04T00:09:02.000Z,"Replying to 
@Tita83079013",,
iyoet,@iyoet__1075,2023-09-04T00:04:03.000Z,"Replying to 
@SalamSantun_
 and 
@Demokrat_TV",,
hari,@hari62582721470,2023-09-03T23:50:57.000Z,"Replying to 
@Dennysiregar7
 and 
@Ansor_Satu",,
~ RADEN WIJAYA ~,@henrysunardi851,2023-09-03T23:45:53.000Z,"Replying to 
@msaid_didu
 @aniesbaswedan
 and 
@sudirmansaid",,
Zainudin Khoiri,@KhoiriZainudin,2023-09-03T23:32:48.000Z,"Replying to 
@Dennysiregar7",,
iyoet,@iyoet__1075,2023-09-03T23:32:37.000Z,"Replying to 
@Dennysiregar7",,
Nilo_Efendi,@NiloEfendi,2023-09-03T17:44:57.000Z,"Dimana ada Anis Baswedan disitu ada PKS didalam ada Kelompok Radikal dan Intoleransi mereka menjual ayat dan mayat lagi, jelas rekam jejaknya Anis Baswedan tidak layak dan tidak pantas untuk dijadikan pemimpin NKRI, menolak Lupa Pilkada DKI Jakarta",,
Mz Ayik,@AyikMz,2023-09-03T17:02:03.000Z,"Replying to 
@RomitsuT",,
