username,handle,postDate,responding,retweets,likes
gdu,@galuhdest,2024-05-12T13:45:14.000Z,"Abis ngobrol dadakan sama kawan, utuk utuk sampe dalam perbincangan mau nyaleg dan nyalon walkot aja nanti di masa depan. Lalu ditutup dengan 'tapi orang sini masih ngandelin amplop semua' buahahaha. Heran kok bisa sama2 mikir mau terjun politik ",,
Radio Elshinta,@RadioElshinta,2024-05-12T13:45:00.000Z,"Mau  informasi lalu lintas?
Mau  informasi masalah politik?
Mau  informasi olahraga?
Mau  berdialog?

Elshinta Aja! 
Hub. 021-5869000 / WA 0811806543
#ElshintaNewsAndTalk",,1
Centrea,@halocentrea,2024-05-12T13:44:40.000Z,"Sebuah gebrakan politik muncul di Kota Semarang dengan pendaftaran Riezky Delastama sebagai Calon Wakil Walikota untuk periode 2024-2029. Mantan Asisten Staf Khusus Presiden Joko Widodo.

""Simak berita selengkapnya di website http://centrea.id""

#centreaindonesia #semarang",,
Lintas Politik Indonesia,@lintaspolitikid,2024-05-12T13:38:57.000Z,"Wih! Masuk Daftar 20 Bank Raksasa di Asia, BRI Dapat Pujian Erick Thohir
https://cnnindonesia.com/ekonomi/20240509134535-625-1095764/masuk-daftar-20-bank-raksasa-di-asia-bri-dapat-pujian-erick-thohir…
#PemimpinTepatSolutif
Ciater tiara bebek sumatera barat Maliq Jokowi HI",,
zq,@rszvrr,2024-05-12T13:38:03.000Z,"ga pemilwa pemira pasti ada aja, ub politik kampusnya kuat bgt ya org dapet jabatan dari ordal tuh ketara bgt",,
lala | spess all soshum,@lalasbayy,2024-05-12T13:36:07.000Z,"haieveryone! joki tugas by lala siap mengerjakan tugas-tugas soshum:
 hukum
 politik
 ilmu komunikasi
 bahasa indonesia
 sosiologi
 pendidikan
 agama islam (termasuk tugas fiqih, akidahakhlak, sejarah kebudayaan islam dll)
 psikologi
Tampilkan lebih banyak",,
BJILLL BRO,@HANJIR00,2024-05-12T13:34:35.000Z,"Membalas 
@peachieslatte",,
yaya | open joki tugas politik & komunikasi,@pepesauruss,2024-05-12T13:34:12.000Z,"Membalas 
@collegemenfess",,
Itok,@akuitok,2024-05-12T13:33:38.000Z,"Ketika malam-malam gabut ngobrol sama orang, ketemunya anak FISIP tapi ga tau kampus mana. Ada beberapa hal lucu.

“Pendidikan politik dari sekolah itu penting banget”
“Demokrasi itu bullshit”
“Gue ga ngikutin politik indo” 
“Gue mendukung kesetaraan gender” 

Cc 
@kutuloncaaaat",,
,@punyasukuna,2024-05-12T13:30:15.000Z,"jujur aku gak suka yang beneran “wah” gitu loh dan ternyata gak bikin aku nangis tersedu-sedu, tapi bagus kok karena aku suka buku tentang sejarah politik",,
Melek Politik,@gilang_ahm31272,2024-05-12T13:29:54.000Z,"Membalas 
@amelcewaw
 dan 
@TotoBasito27847",,1
Furqan,@Anatomy_19,2024-05-12T13:29:34.000Z,"Membalas 
@muhdraimx",,
Ridho Setiadi,@ridho_setiadii,2024-05-12T13:27:40.000Z,"Membalas 
@Rebeca_MileyC",,
Mr.Anonym0us,@Anonym0usMr,2024-05-12T13:27:12.000Z,"Membalas 
@BadBoy2662",,
Kang Forwardnya Rakyat,@kangforward,2024-05-12T13:26:30.000Z,"Pertemuan yang baiik emang harus di dukung, elite politik emang udah seharusnya bersatu buat bangun negara ini. ",,
MohammadAsyraf,@mohamadasyrafZ,2024-05-12T13:26:20.000Z,"Membalas 
@bunga_merahhh",,
Squid Game,@SquidGame510,2024-05-12T13:25:55.000Z,"Membalas 
@FiiZii2
 @donntask
 dan 
@bumilangit",,
"Aku Gabut, Kamu Beli",@gabutforlife,2024-05-12T13:25:32.000Z,"Membalas 
@avarice27_ava
 dan 
@TedInvestigasi",,
Ivan,@man_blin,2024-05-12T13:25:18.000Z,"Membalas 
@havntologist
 dan 
@Y_D_Y_P",,1
Ɓĥarata,@SuwandaBen,2024-05-12T13:18:07.000Z,"Membalas 
@Andria75777",,
Takip,@JejakaBuku,2024-05-12T13:18:06.000Z,Makin tua aku perasan karya fiksyen yang aku layan kena ada elemen politik barulah aku terpaut sepenuhnya dengan plot. Sesiapa boleh cadangkan novel/drama/filem yang elemen politiknya menarik?,6,11
ㅈㄹ씨 lagi nonton #LovelyRunner,@vintag3sounds,2024-05-12T13:18:01.000Z,"KNP IYA BGT LG ANAK FEB AMA FISIP usok manajemen 2014 heyun ilmu politik 2017 ktmu wkt aksi d jalan, usok ga pgn demo tp dipaksa temennya kl heyun emg slalu turun ke jln kl ada demo trs ketemunya tuh gegara usok megang tangan heyun pas aksi mulai chaos (mrk dikejar pulici WKWKWK)",,2
viral_hariini2024,@hariini2024,2024-05-12T13:17:52.000Z,Direktur Eksekutif Indikator Politik Ingatkan Jokowi Perlu Hati-Hati Dalam Pemilihan Pansel Capim KPK,,
Abbas Azmi,@AbbasBinAzmi,2024-05-12T13:17:21.000Z,"Membalas 
@AbbasBinAzmi",,1
Salihudin Khalid,@HudSalihudin,2024-05-12T13:16:52.000Z,"Membalas 
@AzalinaOthmanS",,
Ɓĥarata,@SuwandaBen,2024-05-12T13:11:43.000Z,"Membalas 
@Metro_TV
 dan 
@prabowo",,
Aka47,@KINGAKA_47,2024-05-12T13:11:34.000Z,"Membalas 
@KINGAKA_47",,
“,@jatraspet,2024-05-12T13:11:24.000Z,"Membalas 
@punyajatra
 @cegilmalik
 dan 
@rehangitis",,
☆ﾟmin⸆⸉||TTPD,@pink_to4,2024-05-12T13:11:23.000Z,"Membalas 
@kdrama_menfess",,
Aka47,@KINGAKA_47,2024-05-12T13:11:01.000Z,"Buta terburuk adalah buta politik.
Orang buta politik tak sadar bahwa biaya hidup, harga makanan harga rumah, harga obat, semuanya bergantung keputusan politik. Dia membangggakan sikap anti politiknya, membusungkan dada dan berkoar 'Aku benci politik!' Sungguh bodoh dia,",2,3
Richard Wilton Simbolon,@RichardWPS,2024-05-12T13:10:52.000Z,"Si Gemoy kalian percaya?  
Si kakek wowo pidato di acara rakernas partai artis nusantara bilang ke ""kaum toxic"" jangan ganggu 5 tahun pemerintah rezim oligarki politik dinasti #Gemoy #Samsul #BelimbingSayur ",,3
