username,handle,postDate,responding,retweets,likes
لوخني,@Moch_Lukhoni,2023-09-09T23:50:40.000Z,"Monggo sareng² Cak Imin membawa Spirit Juang walisongo
@cakimiNOW
@DPP_PKB
#SpiritJuangWalisongo
#GusIminJagaTradisi",,1.0
@sitimakiyah10,@sitimakiyah10,2023-09-09T23:50:18.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Daeng Karra,@DaengKarra98946,2023-09-09T23:50:09.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Murid Iblis,@Mitologikal,2023-09-09T23:49:21.000Z,"Replying to 
@Kunyukbacot
 @BungSahal
 and 
@detikcom",,
Anies_CakImin (AMIN),@Adra_silent,2023-09-09T23:46:16.000Z,"Jejak di mbh goggle juga perlu di hapus !! 
Ini masih berita  ada video ...",,4.0
Pat Sagan,@pat_sagan47286,2023-09-09T23:45:47.000Z,Buntut pemanggilan Ketum PKB Muhaimin Iskandar atau Cak Imin dalam KASUS KORUPSI sistem TKI. Sekretaris Jenderal DPP PDI Perjuangan (PDIP) Hasto Kristiyanto mengatakan partai akan mendukung seluruh upaya pemberantasan korupsi.,,
Rahmat Fm,@26RahmatFM,2023-09-09T23:45:24.000Z,"#spiritjuangwalisongo  #gusiminjagatradisi  
@Cakimin
 Now 
@DPP
 PKB",,
OposisiCerdas.com,@OposisiCerdas,2023-09-09T23:44:32.000Z,"Meski Belum Terima Uang Korupsi, Cak Imin Bisa Dijerat Pidana",22.0,42.0
Muslikh Udin,@Muslikh96593837,2023-09-09T23:42:35.000Z,"Replying to 
@tvOneNews",,
Hendri Setiawan,@Hendri_Lidya,2023-09-09T23:41:00.000Z,"Replying to 
@DPP_PKB",,
Citra Wening,@CitraWening1,2023-09-09T23:40:22.000Z,"Replying to 
@bos_sir
 @aniesbaswedan
 and 
@cakimiNOW",,
Karina Utami,@KarinaUtami01,2023-09-09T23:39:46.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Anies_CakImin (AMIN),@Adra_silent,2023-09-09T23:39:42.000Z,"Trims pak SP 
@Surya_Paloh
 atas gigihnya perjuangan demi pak 
@aniesbaswedan
 bisa nyapres !!
Mengharapkan partai biru abu2 ibarat tetap dikoalisi sama dg rasa asem  yg kecut !!",3.0,3.0
Aya_Threes,@Ayatris3,2023-09-09T23:33:40.000Z,"https://news.detik.com/pemilu/d-6922189/cak-imin-ziarah-ke-makam-sunan-drajat-dan-sunan-maulana-malik-ibrahim?utm_source=copy_url&utm_campaign=detikcomsocmed&utm_medium=btn&utm_content=news…

Baca artikel detiknews, ""Cak Imin Ziarah ke Makam Sunan Drajat dan Sunan Maulana Malik Ibrahim"" selengkapnya https://news.detik.com/pemilu/d-6922189/cak-imin-ziarah-ke-makam-sunan-drajat-dan-sunan-maulana-malik-ibrahim….

Download Apps Detikcom Sekarang https://apps.detik.com/detik/",,1.0
,@Sherly0ctaviany,2023-09-09T23:31:20.000Z,"Bagaimana ini Demokrat Masa Mas 
@AgusYudhoyono
 Dibanding-bandingkan Oleh Anies Peluang Menang Lebih Besar Jika Anies Bersama Cak Imin Jika Dibandingkan dengan Agus. Berarti Demokrat Dipandang Sebelah Mata Tidak Punya Massa",,
dew dew,@dewdew056468184,2023-09-09T23:29:26.000Z,"Replying to 
@cakimiNOW",,
"Wahyu Budiana, SH",@BudianaSh,2023-09-09T23:29:23.000Z,"Replying to 
@cakimiNOW",,
hadi,@hsuswanto1,2023-09-09T23:28:21.000Z,"Replying to 
@Affan79992133",,
M.Ilyasa,@MIlyasa652,2023-09-09T23:27:32.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
VivaCoid,@VIVAcoid,2023-09-09T23:25:33.000Z,Pemeriksaan Cak Imin oleh KPK Dianggap Langkah Progresif Pemberantasan Korupsi,1.0,5.0
Safrida Lubis Hrq,@hrq_lubis,2023-09-09T23:24:56.000Z,Kronologi Anies Khianati Demokrat Demi Pinang Cak Imin,,
albar muges,@albarmuges_,2023-09-09T23:24:09.000Z,Anies dan Cak Imin Ziarah ke Makam Ketua Umum PBNU Pertama KH Hasan Gipo,,
Singha Salam,@singha_salam,2023-09-09T23:22:29.000Z,"Cak Imin ziarah ke makam Sunan Drajat dan Sunan Maulana Malik Ibrahim dalam acara Tour De Wali Songo.
https://news.detik.com/pemilu/d-6922189/cak-imin-ziarah-ke-makam-sunan-drajat-dan-sunan-maulana-malik-ibrahim…
#SpiritJuangWalisongo
#GusIminJagaTradisi
@cakiminNOW
@DPP_PKB",1.0,1.0
Ricko Keisar,@RickoKeisa28014,2023-09-09T23:21:46.000Z,"Replying to 
@DPP_PKB",,
AMI A Muhaimin Iskandar,@cakimiNOW,2023-09-09T23:18:56.000Z,Anies dan Cak Imin menyempatkan berziarah ke Makam Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) pertama KH Hasan Gipo.,129.0,365.0
Usman,@Usman85552104,2023-09-09T23:15:36.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Albert M K Hutagaol,@k_hutagaol_abet,2023-09-09T23:13:53.000Z,"Replying to 
@DPP_PKB",,
Risty,@Risty85679464,2023-09-09T23:12:27.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Albert M K Hutagaol,@k_hutagaol_abet,2023-09-09T23:11:35.000Z,"Replying to 
@cakimiNOW",,
albar muges,@albarmuges_,2023-09-09T23:11:20.000Z,"Cak Imin Ziarah ke Makam Sunan Drajat, Disapa Ribuan Warga Nahdiyin Lamongan - Lamongan Network",,1.0
Dadang Jhs,@DadangJhs,2023-09-09T23:08:14.000Z,"CakImin Pemimpin Visioner
#SpiritJuangWalisongo 
#CakImimJagaTradisi",,
Yusniar Ummi Asyifa,@UmmiYusniar,2023-09-09T23:07:23.000Z,"Replying to 
@tvOneNews",,1.0
20DETIK,@20detik,2023-09-09T23:06:31.000Z,Berita Terpopuler: Cak Imin Diperiksa KPK hingga Polri Tangkap Dito Mahendra,,
AjimJime,@DzAzimarasyid,2023-09-09T23:05:22.000Z,"Prabowo: makan gratis 
Cak Imin: BBM gratis
Ganjar: gaji guru 30 juta 

Mamam tu janji, wkwk..",,1.0
Cuma seekor semut,@eddemhessam5,2023-09-09T23:02:29.000Z,"Replying to 
@Dhany019
 @M45Broo
 and 2 others",,1.0
missdiahFI,@missdiah2,2023-09-09T23:00:54.000Z,"Replying to 
@hnurwahid
 @PKSejahtera
 and 
@cakimiNOW",,
Pojoksatu.id,@pojoksatu_id,2023-09-09T23:00:34.000Z,"Ternyata Cak Imin Belum Terima Uang Hasil Korupsi, Prof Romli Beberkan Tetap Bisa Dijerat",,
Kesi Yarti,@yarti_kesi,2023-09-09T22:58:37.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Wandaoktarianti,@wandaohwanda,2023-09-09T22:58:31.000Z,"Replying to 
@DPP_PKB",1.0,1.0
Kesi Yarti,@yarti_kesi,2023-09-09T22:58:11.000Z,"Replying to 
@DPP_PKB",,
Wandaoktarianti,@wandaohwanda,2023-09-09T22:58:06.000Z,"Replying to 
@cakimiNOW",1.0,1.0
Isty Hamzah,@HamzahIsty,2023-09-09T22:57:48.000Z,"Cak Imin pemimpin yang visioner ,komunikatif, berwawasan luas ,dan Amanah,. 
Pas banget untuk menjadi seorang Cawapres
#SpiritJuangWalisongo 
#GusIminJagaTradisi 
@cakimiNOW
 
@DPP_PKB",,1.0
andy lakalaka,@andicandesune,2023-09-09T22:52:24.000Z,"Replying to 
@tvOneNews",,
Tiati,@patria_tia,2023-09-09T22:50:34.000Z,"Replying to 
@NuryaniAmy
 and 
@Tan_Mar3M",,
Iis Sugiarti,@IisSugi72840878,2023-09-09T22:39:41.000Z,"Replying to 
@DPP_PKB",,
Juli Fitri,@JuliFitri9,2023-09-09T22:35:25.000Z,"Replying to 
@DPP_PKB
 and 
@cakimiNOW",,
Yani Tursiani,@yani_tursiani,2023-09-09T22:33:08.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Muiz Ali,@nanafa66,2023-09-09T22:32:27.000Z,"Ujian dan Rintangan sudah kenyang dilalui Cak Ijin. Dia adalah sosok pemimpin tangguh, enjoy dan sangat menguasai tujuan pencapaiannya untuk Rakyat yg dicintainya.
#cakimin 
#gusmuhaimin 
#cawapres2024 
@cakimiNOW
 
@DPP_PKB
 
@dpwpkbjabar
 
@FraksiPKB
 
@voiceofpkb
 
@nuchannels",,
Nur Hidayah,@idakoro18,2023-09-09T22:30:39.000Z,"Replying to 
@cakimiNOW",,
Tintin Jumhana,@benings_tj,2023-09-09T22:29:45.000Z,"Replying to 
@RAPanutan
 and 
@aniesbaswedan",,1.0
Liling Kamalu,@LKamalu87048,2023-09-09T22:29:39.000Z,"Replying to 
@voiceofpkb
 @cakimiNOW
 and 
@DPP_PKB",,
Yani Tursiani,@yani_tursiani,2023-09-09T22:29:02.000Z,"Replying to 
@cakimiNOW",,
Hank,@Hank38813969,2023-09-09T22:24:15.000Z,"Replying to 
@PeriRiduan
 @tukangcil0k
 and 
@inilahdotcom",,
cak_amin,@Cak_Amin2024,2023-09-09T22:21:33.000Z,"Gus Imin pemimpin yang visioner dan berwawasan luas. Spiritualitas Gus Imin juga tak perlu dipertayankan. Blio santri yang senantiasa menjaga tradisi.
#SpiritJuangWalisongo
#GusIminJagaTradisi
@cakimiNOW
@DPP_PKB",3.0,4.0
cak_amin,@Cak_Amin2024,2023-09-09T22:20:51.000Z,"Gus Imin pemimpin yang visioner dan berwawasan luas. Spiritualitas Gus Imin juga tak perlu dipertayankan. Blio santri yang senantiasa menjaga tradisi.
#SpiritJuangWalisongo
#GusIminJagaTradisi
@cakimiNOW
@DPP_PKB",,
cak_amin,@Cak_Amin2024,2023-09-09T22:20:28.000Z,"Gus Imin pemimpin yang visioner dan berwawasan luas. Spiritualitas Gus Imin juga tak perlu dipertayankan. Blio santri yang senantiasa menjaga tradisi.
#SpiritJuangWalisongo
#GusIminJagaTradisi
@cakimiNOW
@DPP_PKB",,1.0
rvv7,@rvviz7,2023-09-09T22:20:16.000Z,"Replying to 
@tvOneNews",,
PEMILU network,@pemilunetwork,2023-09-09T22:10:51.000Z,"Suara NU di Pemilu 2024, Ini Pernyataan Tegas Ketua Umum PBNU dan Respon Cak Imin – https://ift.tt/G3vDj8m https://ift.tt/376aBm9",,
Billyariez,@billy4riez,2023-09-09T22:08:15.000Z,Peta Kekuatan Cak Imin-Anies Berdasarkan Survei & Partai,7.0,15.0
Hamka Hafid,@HamkaHafid1,2023-09-09T22:08:07.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Hamka Hafid,@HamkaHafid1,2023-09-09T22:07:32.000Z,"Replying to 
@DPP_PKB",,
rini,@rini99714803,2023-09-09T22:07:31.000Z,"Replying to 
@YanHarahap",,
khilyatulwarda,@khilyatulwarda1,2023-09-09T22:02:17.000Z,"Halaqoh Pemikiran Politik Ala Cak Imin yang selaras dengan perjuangan para Wali
@DPP_PKB
 
@cakimiNOW",,
Sahid,@Sahid75043763,2023-09-09T22:01:31.000Z,"Cak Imin pemimpin visioned luas pengalamannya #SpiritJuangWalisongo
#GusIminJagaTradisi
@cakiminNOW
@DPP_PKB",,
KARNI ILYAS CLUB,@karniilyasclub,2023-09-09T21:59:39.000Z,#Anies #CakImin “SKENARIO APA UNTUK ANIES & CAK IMIN?” // TONTON SEKARANG YOUTUBE  https://youtu.be/QchQEQIKz9M (INDONESIA LAWYERS CLUB),6.0,28.0
iplo,@iplo13321422933,2023-09-09T21:56:47.000Z,"Cak Imin hebat
#SpiritJuangWalisongo 
#GusIminJagaTradisi 
@cakimiNOW
 
@DPP_PKB",,
Eswing Pea,@EswingPea,2023-09-09T21:55:22.000Z,"#cakimin
#pkb",,
syukri,@syukri_2012,2023-09-09T21:41:06.000Z,"Ummat Islam  harus  cerdas,   jgn gampang percaya  sama  orang²  yg berkamulflase  dgn  Islam.  Sebenarnya dialah   yg   paling munafik 

Cak Imin Ungkap Siapa yang Mestinya 'Garap' Tayangan Azan Ganjar",,
Miss Ranta,@RantaMiss,2023-09-09T21:37:54.000Z,"Replying to 
@DarsAlexandra1",,
Defri Jon,@jondefri8,2023-09-09T21:26:44.000Z,"Replying to 
@rmp_officials
 and 
@cakimiNOW",,
Ela,@ElaLangkun,2023-09-09T21:25:55.000Z,#CakImin,,1.0
Ziere Jardien,@Juan_Unyu,2023-09-09T21:21:22.000Z,"Hahahaha....
Cak Imin Gagal Donk..??
@abu_waras
 
@AREAJULID
 
@Dennysiregar7
 
@devprinceps
 
@kolongmamat93
 
@Paltiwest
 
@sosmedkeras
 
@ruhutsitompul",,
Teh pucuk harum,@teh_pucuk33,2023-09-09T21:12:19.000Z,"Replying to 
@aniesbaswedan",,
Ali Syarief,@alisyarief,2023-09-09T21:11:51.000Z,"Buntut Pemanggilan Cak Imin; Syahroni Minta Semua Capres Diperikasa KPK, Apa kata Hasto dan KPK?",60.0,114.0
085722111619,@SpRmbHFfVtoghGe,2023-09-09T20:55:53.000Z,"Replying to 
@aniesbaswedan
 @cakimiNOW
 and 
@DPP_PKB",,
Irfan Wuled,@IrfanWuled,2023-09-09T20:55:32.000Z,"Replying to 
@opposite6892",,
MartoⒶrt,@MartoArt,2023-09-09T20:44:32.000Z,"Replying to 
@BangPakatDayak
 and 
@gm_gm",,
SAFARUDDIN,@SAFARUD55889100,2023-09-09T20:40:37.000Z,"Replying to 
@cakimiNOW",,
hidayat,@hidayat36188961,2023-09-09T20:38:45.000Z,"Replying to 
@baGUSMUHAIMIN24
 @DPP_PKB
 and 
@cakimiNOW",1.0,1.0
𝕕𝓾ς𝐤ᗷย𝓢𝕋𝐞Ｒ,@GRUNGE_GO,2023-09-09T20:16:54.000Z,Cak Imin jadi di penjara toh? ,,1.0
Maulana,@Maulana47352621,2023-09-09T20:12:00.000Z,"Replying to 
@cakimiNOW",,
DPP GAPURA (Gabungan perjuangan rakyat untuk anie),@DPP_GAPURA,2023-09-09T20:08:34.000Z,Bismillah untuk Indonesia lbh baik anies cak imin.. (Amin),,
La Aka,@Akauuuuuu,2023-09-09T20:05:51.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
yopiluthfi,@Yopiluthfi2,2023-09-09T19:56:14.000Z,"Hidup ani dan cak imin.
pasangan indonesia menuju perubahan.
katanya ",1.0,1.0
REPUBLIK MERDEKA | RMOL.ID,@rmol_id,2023-09-09T19:56:04.000Z,"Meski Belum Terima Uang Korupsi, Cak Imin Bisa Dijerat Pidana #Politik #BacaRMOL",20.0,21.0
yopiluthfi,@Yopiluthfi2,2023-09-09T19:54:29.000Z,"Replying to 
@akhmadsoderi2
 @NovalAssegaf
 and 
@aniesbaswedan",,
yopiluthfi,@Yopiluthfi2,2023-09-09T19:52:52.000Z,"Replying to 
@RembulanTerang5
 @NovalAssegaf
 and 
@aniesbaswedan",,
Moh Yasin,@Moh_Yasinnawawi,2023-09-09T19:42:56.000Z,"Replying to 
@CakKhum",,
Ali Syarief,@alisyarief,2023-09-09T19:40:09.000Z,Apa Kata Anies~Cak Imin Soal Ganjar Muncul Di Tayangan Adzan TV?,2.0,7.0
Bahrun Bahtiar,@BahtiarBahrun,2023-09-09T19:02:48.000Z,"Replying to 
@ComBuana
 and 
@DarsAlexandra1",,1.0
Vie Btm,@viebtm2000,2023-09-09T18:58:06.000Z,"Replying to 
@WAHYU_UNIFORM
 and 
@tvOneNews",,
rief_z,@riefz12,2023-09-09T18:37:44.000Z,"Bantah Lakukan Kudeta: Kini Beredar Surat Gugatan Cak Imin ke Gus Dur, B... https://youtu.be/o30oFrxcbAs?si=YbYXiS0qlH6HeaGX… via 
@YouTube",,
SURIANTO ANTO,@SURIANT014,2023-09-09T18:36:21.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Sunan Lageun,@503NAN81,2023-09-09T18:24:48.000Z,"Cak Imin: PBNU Jangan Ikut Politik Praktis, Politik Itu Berat, Biar PKB Saja...

Klik untuk baca: https://nasional.kompas.com/read/2023/09/08/15261951/cak-imin-pbnu-jangan-ikut-politik-praktis-politik-itu-berat-biar-pkb-saja?utm_source=Twitter&utm_medium=Referral&utm_campaign=AIML_Widget_Mobile…

Kompascom+ baca berita tanpa iklan: https://kmp.im/plus2
Download aplikasi: https://kmp.im/app2",,
tartisutarti sangadji,@TartisutartiS,2023-09-09T18:21:43.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Teman0N,@Ti_Man40N,2023-09-09T18:18:05.000Z,"Replying to 
@Tan_Mar3M
 and 
@ajengcute16__",,1.0
M Ara Giwangkara,@AraGiwangkara,2023-09-09T18:16:22.000Z,"Walisongo adalah suri tauladan yg hendaknya dimiliki oleh Nahdliyyin. Seperti jg yg dilakukan Cak Imin.

#SpiritJuangWalisongo
#GusIminJagaTradisi

Gus Imin Pemimpin Visioner, Komunikatif, Berwawasan Luas, dan Amanah.
@cakimiNOW
@DPP_PKB",,
Barometer Jatim,@barometer_jatim,2023-09-09T18:15:34.000Z,"HISNU: Cak Imin Bukan Representasi Nahdliyin, Suara Mayoritas Warga NU Bakal Mengalir ke Ganjar!",,
M Ara Giwangkara,@AraGiwangkara,2023-09-09T18:14:50.000Z,"Keteladanan Walisongo seyogyanya dituruti, itulah keinginan Cak Imin

#SpiritJuangWalisongo
#GusIminJagaTradisi

Gus Imin Pemimpin Visioner, Komunikatif, Berwawasan Luas, dan Amanah.
@cakimiNOW
@DPP_PKB",,
DayatPondok,@HidayatNatari,2023-09-09T17:52:32.000Z,"Habib Abu Bakar Al Habsyi;
Bagi PKS Kedatangan Cak Imin Ahlan Wasahlan",1.0,1.0
yoyo,@xpresswalang,2023-09-09T17:49:43.000Z,"Replying to 
@Miduk17",,
Elnino/النينو,@Elnino23706025,2023-09-09T17:44:45.000Z,"Ada cak imin dan surya paloh dlm lingkaran rekayasa kepalsuan tsb kala itu,msh jugakah kalian tak paham, mrk smp saat ini masih saling melindungi,dan insyaalh smp periode berikutnya,kl mrk membantah ikut terlibat,minta aja mrk ceritakan apa yg terjadi secara jujur dibwh sumpah..",,
愛している。,@Aishiteiru1122,2023-09-09T17:42:40.000Z,"Replying to 
@Aishiteiru1122",,
Penikmat Kopi,@rusli_amarrul,2023-09-09T17:42:13.000Z,"Replying to 
@detikcom",,
Antro selmi,@selmi_antro,2023-09-09T17:41:56.000Z,"Replying to 
@cakimiNOW",,
mikirmedia,@mikirmedia,2023-09-09T17:41:54.000Z,"Replying to 
@mikirmedia",,1.0
Elnino/النينو,@Elnino23706025,2023-09-09T17:41:21.000Z,"Ada cak imin dan surya paloh dlm lingkaran rekayasa kepalsuan tsb kala itu,msh jugakah kalian tak paham, mrk smp saat ini masih saling melindungi,dan insyaalh smp periode berikutnya,kl mrk membantah ikut terlibat,minta aja mrk ceritakan apa yg terjadi secara jujur dibwh sumpah..",,
kurniawan,@adrianwardani1,2023-09-09T17:38:57.000Z,"Cak imin cawapres Anies, sekjen gerinda : prabowo seperti ditinggal pacar hahaha",,
Supriadi Sampit,@0852_3195,2023-09-09T17:36:52.000Z,Yohanies dan cak Imin sama aja liciknya,,
Penikmat Kopi,@rusli_amarrul,2023-09-09T17:12:24.000Z,"Replying to 
@Demokrat_TV",,
Fendi Hermawan,@FendiHe11968994,2023-09-09T17:09:43.000Z,"Replying to 
@geloraco",,
Reko wardana,@Rekow82,2023-09-09T17:08:59.000Z,"Replying to 
@DPP_PKB",,
lelembutputih,@lelembutputih,2023-09-09T17:04:10.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
lelembutputih,@lelembutputih,2023-09-09T17:02:46.000Z,"Replying to 
@syarimah
 @Ganjar_Andika08
 and 14 others",,
lelembutputih,@lelembutputih,2023-09-09T17:02:30.000Z,"Replying to 
@Ganjar_Andika08
 @Aryprasetyo85
 and 13 others",,
lelembutputih,@lelembutputih,2023-09-09T17:02:06.000Z,"Replying to 
@Aryprasetyo85
 @voiceofpkb
 and 13 others",,
medianekita.com,@medianekita,2023-09-09T16:59:03.000Z,"Anies Baswedan dan Cak Imin Harapkan Demokrat Bergabung Kembali, Herzaky: Tidak Ada CLBK, Kita Sudah Move On!",,
Sunan Lageun,@503NAN81,2023-09-09T16:58:08.000Z,"Cak Imin: PBNU Jangan Ikut Politik Praktis, Politik Itu Berat, Biar PKB Saja...
@DPP_PKB
@cakimiNOW
Klik untuk baca: https://nasional.kompas.com/read/2023/09/08/15261951/cak-imin-pbnu-jangan-ikut-politik-praktis-politik-itu-berat-biar-pkb-saja?utm_source=Twitter&utm_medium=Referral&utm_campaign=AIML_Widget_Mobile…

Kompascom+ baca berita tanpa iklan: https://kmp.im/plus2
Download aplikasi: https://kmp.im/app2",,
medianekita.com,@medianekita,2023-09-09T16:43:18.000Z,Cak Imin dan Anies Baswedan Ogah Berkomentar soal Tayangan Azan Ganjar Pranowo: Ranah KPI dan Bawaslu,,
Hotma jala sabar,@HotmaJala,2023-09-09T16:42:52.000Z,"Replying to 
@cakimiNOW",,
Helmi Ambon,@Ambonhelmi8899,2023-09-09T16:42:30.000Z,"Replying to 
@ipeh_tetapnganu",,1.0
Indonesia Bersatu,@Facial68794279,2023-09-09T16:41:20.000Z,Prabowo ditinggal pendukungnya karena cak imin beralih ke anies baswedan!!,,
mhrasheed,@HamzaRasyidi,2023-09-09T16:40:24.000Z,"muncul lagi bapak  yang ini
sama ya pendapat nya tentang  formula-e. 
2 bulan lalu kenapa diem bae prof sebelum Cak Imin dipilih jadi cawapres AB?",,1.0
Firdaus Nainggolan,@FirdausNainggo9,2023-09-09T16:32:39.000Z,"Replying to 
@cakimiNOW",,
Maimun,@Maimun005,2023-09-09T16:32:20.000Z,"Replying to 
@cakimiNOW",,
marzuki007,@marzukinaziya,2023-09-09T16:30:37.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
sireum ateul,@siremateul01,2023-09-09T16:30:25.000Z,"Replying to 
@detikcom",,
nailisshobri,@nailisshobri1,2023-09-09T16:29:29.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
marzuki007,@marzukinaziya,2023-09-09T16:27:56.000Z,"Replying to 
@cakimiNOW",,
BirBarBur,@ahmadshobir,2023-09-09T16:25:54.000Z,"Rossi bertanya ke cak Imin....
Pak Anis yg memberikan penjelasan.",,
kang Nded,@NanoNan05594640,2023-09-09T16:25:08.000Z,"Guru Besar Unpad: Meski Belum Terima Uang Korupsi, Cak Imin Bisa Dijerat Pidana https://tvonenews.com/berita/nasional/151376-guru-besar-unpad-meski-belum-terima-uang-korupsi-cak-imin-bisa-dijerat-pidana…
Semoga KPK terang benderang mengungkap semua  Biar Indonesia Bersih dari Pemimpin² Yang Koruptor. Dan bebas berkeliaran.Buktikan KPK biar kami Rakyat puas..!",1.0,1.0
Zakia Putri,@KiaPutriza,2023-09-09T16:15:31.000Z,"Demokrat Cap Anies Pengkhianat! Abaikan Piagam Koalisi Karena Pilih Cak Imin Jadi Cawapres
Arhan
Maroko
Vina
Malming
Chinese Taipei",6.0,6.0
tvOnenews,@tvOneNews,2023-09-09T16:15:08.000Z,"Guru Besar Unpad: Meski Belum Terima Uang Korupsi, Cak Imin Bisa Dijerat Pidana",161.0,486.0
🄱🅄🄳🄸 🄼🄼,@Buddi_MM,2023-09-09T16:13:14.000Z,"Cak Imin Ziarah ke Makam Sunan Drajat dan Sunan Maulana Malik Ibrahim https://dtk.id/NQbXmP
#SpiritJuangWalisongo
#GusIminJagaTradisi",,1.0
ABE.ID,@abid994791232,2023-09-09T16:11:55.000Z,"Seemangat napak tilas wali 9 bukan hanya kirim doa, namun cak imin jg meneladani pemikiran wali songo
#SpiritJuangWalisongo
#GusIminJagaTradisi
@cakiminNOW
@DPP_PKB",,
acad rang malayu,@acad_malayu,2023-09-09T16:11:30.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Aby Dens,@AbyDens2,2023-09-09T16:10:47.000Z,Baru kali ini cak Imin disambut luar biasa ini menunjukan posisi beliau sudah benar dan tepat ....,,
Adi Sempurna,@AdiSempurna5,2023-09-09T16:10:44.000Z,"Anis - cak imin go 2024
@aniesbaswedan
 
@cakimiNOW
 
@AbuYus79147958
 
@dpcpkbjaksel
 
@rmp_officials",,
Ali Murtada,@AliMurt0085504,2023-09-09T16:00:04.000Z,"Replying to 
@cakimiNOW",,
Pujakesuma,@PujakusumaAja,2023-09-09T15:59:07.000Z,"Replying to 
@AgusYudhoyono",,1.0
elvianti sinulingga sinulingga,@sinulingga16361,2023-09-09T15:57:02.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Samsul Rizal,@SamsulR53138707,2023-09-09T15:56:52.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Samsul Rizal,@SamsulR53138707,2023-09-09T15:56:28.000Z,"Replying to 
@DPP_PKB",,
Samsul Rizal,@SamsulR53138707,2023-09-09T15:55:58.000Z,"Replying to 
@cakimiNOW",,
Wak Ramzi,@ramsiyasid11,2023-09-09T15:55:38.000Z,"Replying to 
@aniesbaswedan
 @cakimiNOW
 and 3 others",,
Marcopolo,@Sembrek2002,2023-09-09T15:55:23.000Z,"Replying to 
@NasDem
 @CNNIndonesia
 and 2 others",,
Mukhifid leader 1,@Mukhifid1,2023-09-09T15:54:42.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
+62 𝕏,@thebuzzz666,2023-09-09T15:53:46.000Z,"Replying to 
@sociotalker",,
Muzaeny MIPA 3,@3Muzaeny88005,2023-09-09T15:53:00.000Z,Biar wenny wahid saja yg k prabowo lainya cak imin..sama saudara saja marah apa lg orang lain..bisa di terka wenny wahid org sakit hati..kasian org tua gusdur di alam kubur...,,
Bahrul Ilmi,@BahrulIlmi83,2023-09-09T15:52:05.000Z,"Replying to 
@voiceofpkb
 @DPP_PKB
 and 
@cakimiNOW",,
Mukhifid leader 1,@Mukhifid1,2023-09-09T15:51:28.000Z,"Replying to 
@cakimiNOW",,
Freedomland5151,@Freed0mland5151,2023-09-09T15:50:58.000Z,"GERAKAN NADLIYIN BERSATU
Luar biasa warga Nadliyin dan PKB bersatu memenangkan 
@aniesbaswedan
  dan Cak Imin
#JokowiTurunNKRISelamat 
#JokowiTurunNKRISelamat",8.0,13.0
Gusmar Hadi,@gusmarhadi,2023-09-09T15:40:36.000Z,"Cak Imin Mulai Ziarah Keliling Makam Wali Songo Hari Ini
#GusIminJagaTradisi",2.0,4.0
detikJabarofficial,@detikjabar_,2023-09-09T15:40:16.000Z,"Replying to 
@detikjabar_",,
AUWWA NFT ARTIST,@logosufi,2023-09-09T15:39:58.000Z,"Replying to 
@Umar_Hasibuan__
 and 
@cakimiNOW",,
Pandeglang Selatan,@PdgSkm,2023-09-09T15:39:23.000Z,"Cak Imin ziarah ke makam Sunan Drajat dan Sunan Maulana Malik Ibrahim dalam acara Tour De Wali Songo.
https://news.detik.com/pemilu/d-6922189/cak-imin-ziarah-ke-makam-sunan-drajat-dan-sunan-maulana-malik-ibrahim…
#SpiritJuangWalisongo
#GusIminJagaTradis
@cakimiNOW
@DPP_PKB",,
mnuzultommy,@mnuzultommy,2023-09-09T15:38:30.000Z,"Replying to 
@Tan_Mar3M",,
